HCPCS,MOD,DESCRIPTION,CODE
43204,,Esoph scope w/sclerosis inj,A
43205,,Esophagus endoscopy/ligation,A
43215,,Esophagus endoscopy,A
43216,,Esophagus endoscopy/lesion,A
43217,,Esophagus endoscopy,A
43219,,Esophagus endoscopy,A
4322F,,Crgvr prov w/ ed addl rsrcs,M
43220,,Esoph endoscopy dilation,A
43226,,Esoph endoscopy dilation,A
43227,,Esoph endoscopy repair,A
43228,,Esoph endoscopy ablation,A
43231,,Esoph endoscopy w/us exam,A
43232,,Esoph endoscopy w/us fn bx,A
43234,,Upper gi endoscopy exam,A
43235,,Uppr gi endoscopy diagnosis,A
43236,,Uppr gi scope w/submuc inj,A
43237,,Endoscopic us exam esoph,A
43238,,Uppr gi endoscopy w/us fn bx,A
43239,,Upper gi endoscopy biopsy,A
4324F,,Pt queried prkns complic,I
43240,,Esoph endoscope w/drain cyst,A
43241,,Upper GI endoscopy with tube,A
43242,,Uppr gi endoscopy w/us fn bx,A
43243,,Upper gi endoscopy & inject,A
43244,,Upper GI endoscopy/ligation,A
43245,,Uppr gi scope dilate strictr,A
43246,,Place gastrostomy tube,A
43247,,Operative upper GI endoscopy,A
43248,,Uppr gi endoscopy/guide wire,A
43249,,Esoph endoscopy dilation,A
4325F,,Med txmnt options rvwd w/pt,M
43250,,Upper GI endoscopy/tumor,A
43251,,Operative upper GI endoscopy,A
43255,,Operative upper GI endoscopy,A
43256,,Uppr gi endoscopy w/stent,A
43257,,Uppr gi scope w/thrml txmnt,A
43258,,Operative upper GI endoscopy,A
43259,,Endoscopic ultrasound exam,A
4326F,,Pt asked re symp auto dysfxn,I
43260,,Endo cholangiopancreatograph,A
43261,,Endo cholangiopancreatograph,A
43262,,Endo cholangiopancreatograph,A
43263,,Endo cholangiopancreatograph,A
43264,,Endo cholangiopancreatograph,A
43265,,Endo cholangiopancreatograph,A
43267,,Endo cholangiopancreatograph,A
43268,,Endo cholangiopancreatograph,A
43269,,Endo cholangiopancreatograph,A
43271,,Endo cholangiopancreatograph,A
43272,,Endo cholangiopancreatograph,A
43273,,Endoscopic pancreatoscopy,A
43279,,Lap myotomy heller,A
4328F,,Pt asked re sleep disturb,M
43280,,Laparoscopy fundoplasty,A
43281,,Lap paraesophag hern repair,A
43282,,Lap paraesoph her rpr w/mesh,A
43283,,Lap esoph lengthening,A
43289,,Laparoscope proc esoph,C
4330F,,Cnslng epi spec sfty issues,M
43300,,Repair of esophagus,A
43305,,Repair esophagus and fistula,A
43310,,Repair of esophagus,A
43312,,Repair esophagus and fistula,A
43313,,Esophagoplasty congenital,A
43314,,Tracheo-esophagoplasty cong,A
43320,,Fuse esophagus & stomach,A
43325,,Revise esophagus & stomach,A
43327,,Esoph fundoplasty lap,A
43328,,Esoph fundoplasty thor,A
43330,,Esophagomyotomy abdominal,A
43331,,Esophagomyotomy thoracic,A
43332,,Transab esoph hiat hern rpr,A
43333,,Transab esoph hiat hern rpr,A
43334,,Transthor diaphrag hern rpr,A
43335,,Transthor diaphrag hern rpr,A
43336,,Thorabd diaphr hern repair,A
43337,,Thorabd diaphr hern repair,A
43338,,Esoph lengthening,A
43340,,Fuse esophagus & intestine,A
43341,,Fuse esophagus & intestine,A
43350,,Surgical opening esophagus,A
43351,,Surgical opening esophagus,A
43352,,Surgical opening esophagus,A
43360,,Gastrointestinal repair,A
43361,,Gastrointestinal repair,A
4340F,,Cnslng chldbrng women epi,M
43400,,Ligate esophagus veins,A
43401,,Esophagus surgery for veins,A
43405,,Ligate/staple esophagus,A
43410,,Repair esophagus wound,A
43415,,Repair esophagus wound,A
43420,,Repair esophagus opening,A
43425,,Repair esophagus opening,A
43450,,Dilate esophagus,A
43453,,Dilate esophagus,A
43456,,Dilate esophagus,A
43458,,Dilate esophagus,A
43460,,Pressure treatment esophagus,A
43496,,Free jejunum flap microvasc,C
43499,,Esophagus surgery procedure,C
4350F,,Cnslng provided symp mngmnt,I
43500,,Surgical opening of stomach,A
43501,,Surgical repair of stomach,A
43502,,Surgical repair of stomach,A
43510,,Surgical opening of stomach,A
43520,,Incision of pyloric muscle,A
43605,,Biopsy of stomach,A
43610,,Excision of stomach lesion,A
43611,,Excision of stomach lesion,A
43620,,Removal of stomach,A
43621,,Removal of stomach,A
43622,,Removal of stomach,A
43631,,Removal of stomach partial,A
43632,,Removal of stomach partial,A
43633,,Removal of stomach partial,A
43634,,Removal of stomach partial,A
43635,,Removal of stomach partial,A
43640,,Vagotomy & pylorus repair,A
43641,,Vagotomy & pylorus repair,A
43644,,Lap gastric bypass/roux-en-y,A
43645,,Lap gastr bypass incl smll i,A
43647,,Lap impl electrode antrum,C
43648,,Lap revise/remv eltrd antrum,C
43651,,Laparoscopy vagus nerve,A
43652,,Laparoscopy vagus nerve,A
43653,,Laparoscopy gastrostomy,A
43659,,Laparoscope proc stom,C
43752,,Nasal/orogastric w/stent,A
43753,,Tx gastro intub w/asp,A
43754,,Dx gastr intub w/asp spec,A
43755,,Dx gastr intub w/asp specs,A
43756,,Dx duod intub w/asp spec,A
43757,,Dx duod intub w/asp specs,A
43760,,Change gastrostomy tube,A
43761,,Reposition gastrostomy tube,A
43770,,Lap place gastr adj device,A
43771,,Lap revise gastr adj device,A
43772,,Lap rmvl gastr adj device,A
43773,,Lap replace gastr adj device,A
43774,,Lap rmvl gastr adj all parts,A
43775,,Lap sleeve gastrectom,C
43800,,Reconstruction of pylorus,A
43810,,Fusion of stomach and bowel,A
43820,,Fusion of stomach and bowel,A
43825,,Fusion of stomach and bowel,A
43830,,Place gastrostomy tube,A
43831,,Place gastrostomy tube,A
43832,,Place gastrostomy tube,A
43840,,Repair of stomach lesion,A
43842,,V-band gastroplasty,N
43843,,Gastroplasty w/o v-band,A
43845,,Gastroplasty duodenal switch,A
43846,,Gastric bypass for obesity,A
43847,,Gastric bypass incl small i,A
43848,,Revision gastroplasty,A
43850,,Revise stomach-bowel fusion,A
43855,,Revise stomach-bowel fusion,A
43860,,Revise stomach-bowel fusion,A
43865,,Revise stomach-bowel fusion,A
43870,,Repair stomach opening,A
43880,,Repair stomach-bowel fistula,A
43881,,Impl/redo electrd antrum,C
43882,,Revise/remove electrd antrum,C
43886,,Revise gastric port open,A
43887,,Remove gastric port open,A
43888,,Change gastric port open,A
43999,,Stomach surgery procedure,C
4400F,,Rehab thxpy options w/pt,M
44005,,Freeing of bowel adhesion,A
44010,,Incision of small bowel,A
44015,,Insert needle cath bowel,A
44020,,Explore small intestine,A
44021,,Decompress small bowel,A
44025,,Incision of large bowel,A
44050,,Reduce bowel obstruction,A
44055,,Correct malrotation of bowel,A
44100,,Biopsy of bowel,A
44110,,Excise intestine lesion(s),A
44111,,Excision of bowel lesion(s),A
44120,,Removal of small intestine,A
44121,,Removal of small intestine,A
44125,,Removal of small intestine,A
44126,,Enterectomy w/o taper cong,A
44127,,Enterectomy w/taper cong,A
44128,,Enterectomy cong add-on,A
44130,,Bowel to bowel fusion,A
44132,,Enterectomy cadaver donor,R
44133,,Enterectomy live donor,R
44135,,Intestine transplnt cadaver,R
44136,,Intestine transplant live,R
44137,,Remove intestinal allograft,C
44139,,Mobilization of colon,A
44140,,Partial removal of colon,A
44141,,Partial removal of colon,A
44143,,Partial removal of colon,A
44144,,Partial removal of colon,A
44145,,Partial removal of colon,A
44146,,Partial removal of colon,A
44147,,Partial removal of colon,A
44150,,Removal of colon,A
44151,,Removal of colon/ileostomy,A
44155,,Removal of colon/ileostomy,A
44156,,Removal of colon/ileostomy,A
44157,,Colectomy w/ileoanal anast,A
44158,,Colectomy w/neo-rectum pouch,A
44160,,Removal of colon,A
44180,,Lap enterolysis,A
44186,,Lap jejunostomy,A
44187,,Lap ileo/jejuno-stomy,A
44188,,Lap colostomy,A
44202,,Lap enterectomy,A
44203,,Lap resect s/intestine addl,A
44204,,Laparo partial colectomy,A
44205,,Lap colectomy part w/ileum,A
44206,,Lap part colectomy w/stoma,A
44207,,L colectomy/coloproctostomy,A
44208,,L colectomy/coloproctostomy,A
44210,,Laparo total proctocolectomy,A
44211,,Lap colectomy w/proctectomy,A
44212,,Laparo total proctocolectomy,A
44213,,Lap mobil splenic fl add-on,A
44227,,Lap close enterostomy,A
44238,,Laparoscope proc intestine,C
44300,,Open bowel to skin,A
44310,,Ileostomy/jejunostomy,A
44312,,Revision of ileostomy,A
44314,,Revision of ileostomy,A
44316,,Devise bowel pouch,A
44320,,Colostomy,A
44322,,Colostomy with biopsies,A
44340,,Revision of colostomy,A
44345,,Revision of colostomy,A
44346,,Revision of colostomy,A
44360,,Small bowel endoscopy,A
44361,,Small bowel endoscopy/biopsy,A
44363,,Small bowel endoscopy,A
44364,,Small bowel endoscopy,A
44365,,Small bowel endoscopy,A
44366,,Small bowel endoscopy,A
44369,,Small bowel endoscopy,A
44370,,Small bowel endoscopy/stent,A
44372,,Small bowel endoscopy,A
44373,,Small bowel endoscopy,A
44376,,Small bowel endoscopy,A
44377,,Small bowel endoscopy/biopsy,A
44378,,Small bowel endoscopy,A
44379,,S bowel endoscope w/stent,A
44380,,Small bowel endoscopy,A
44382,,Small bowel endoscopy,A
44383,,Ileoscopy w/stent,A
44385,,Endoscopy of bowel pouch,A
44386,,Endoscopy bowel pouch/biop,A
44388,,Colonoscopy,A
44389,,Colonoscopy with biopsy,A
44390,,Colonoscopy for foreign body,A
44391,,Colonoscopy for bleeding,A
44392,,Colonoscopy & polypectomy,A
44393,,Colonoscopy lesion removal,A
44394,,Colonoscopy w/snare,A
44397,,Colonoscopy w/stent,A
4450F,,Self-care ed provided to pt,I
44500,,Intro gastrointestinal tube,A
44602,,Suture small intestine,A
44603,,Suture small intestine,A
44604,,Suture large intestine,A
44605,,Repair of bowel lesion,A
44615,,Intestinal stricturoplasty,A
44620,,Repair bowel opening,A
44625,,Repair bowel opening,A
44626,,Repair bowel opening,A
44640,,Repair bowel-skin fistula,A
44650,,Repair bowel fistula,A
44660,,Repair bowel-bladder fistula,A
44661,,Repair bowel-bladder fistula,A
44680,,Surgical revision intestine,A
4470F,,Icd counseling provided,I
44700,,Suspend bowel w/prosthesis,A
44701,,Intraop colon lavage add-on,A
44715,,Prepare donor intestine,C
44720,,Prep donor intestine/venous,A
44721,,Prep donor intestine/artery,A
44799,,Unlisted procedure intestine,C
4480F,,Pt rcvng ace/arb b-blockertx,I
44800,,Excision of bowel pouch,A
4481F,,Pt rcvng ace/arb blker<3mons,I
44820,,Excision of mesentery lesion,A
44850,,Repair of mesentery,A
44899,,Bowel surgery procedure,C
44900,,Drain app abscess open,A
44901,,Drain app abscess percut,A
44950,,Appendectomy,A
44955,,Appendectomy add-on,A
44960,,Appendectomy,A
44970,,Laparoscopy appendectomy,A
44979,,Laparoscope proc app,C
4500F,,Ref to outpt card rehab prog,M
45000,,Drainage of pelvic abscess,A
45005,,Drainage of rectal abscess,A
45020,,Drainage of rectal abscess,A
4510F,,Prev cardrehab qualcardevent,M
45100,,Biopsy of rectum,A
45108,,Removal of anorectal lesion,A
45110,,Removal of rectum,A
45111,,Partial removal of rectum,A
45112,,Removal of rectum,A
45113,,Partial proctectomy,A
45114,,Partial removal of rectum,A
45116,,Partial removal of rectum,A
45119,,Remove rectum w/reservoir,A
45120,,Removal of rectum,A
45121,,Removal of rectum and colon,A
45123,,Partial proctectomy,A
45126,,Pelvic exenteration,A
45130,,Excision of rectal prolapse,A
45135,,Excision of rectal prolapse,A
45136,,Excise ileoanal reservior,A
45150,,Excision of rectal stricture,A
45160,,Excision of rectal lesion,A
45171,,Exc rect tum transanal part,A
45172,,Exc rect tum transanal full,A
45190,,Destruction rectal tumor,A
4525F,,Neuropsychia interven order,M
4526F,,Neuropsychia interven rcvd,M
45300,,Proctosigmoidoscopy dx,A
45303,,Proctosigmoidoscopy dilate,A
45305,,Proctosigmoidoscopy w/bx,A
45307,,Proctosigmoidoscopy fb,A
45308,,Proctosigmoidoscopy removal,A
45309,,Proctosigmoidoscopy removal,A
45315,,Proctosigmoidoscopy removal,A
45317,,Proctosigmoidoscopy bleed,A
45320,,Proctosigmoidoscopy ablate,A
45321,,Proctosigmoidoscopy volvul,A
45327,,Proctosigmoidoscopy w/stent,A
45330,,Diagnostic sigmoidoscopy,A
45331,,Sigmoidoscopy and biopsy,A
45332,,Sigmoidoscopy w/fb removal,A
45333,,Sigmoidoscopy & polypectomy,A
45334,,Sigmoidoscopy for bleeding,A
45335,,Sigmoidoscopy w/submuc inj,A
45337,,Sigmoidoscopy & decompress,A
45338,,Sigmoidoscopy w/tumr remove,A
45339,,Sigmoidoscopy w/ablate tumr,A
45340,,Sig w/balloon dilation,A
45341,,Sigmoidoscopy w/ultrasound,A
45342,,Sigmoidoscopy w/us guide bx,A
45345,,Sigmoidoscopy w/stent,A
45355,,Surgical colonoscopy,A
45378,,Diagnostic colonoscopy,A
45378,53,Diagnostic colonoscopy,A
45379,,Colonoscopy w/fb removal,A
45380,,Colonoscopy and biopsy,A
45381,,Colonoscopy submucous inj,A
45382,,Colonoscopy/control bleeding,A
45383,,Lesion removal colonoscopy,A
45384,,Lesion remove colonoscopy,A
45385,,Lesion removal colonoscopy,A
45386,,Colonoscopy dilate stricture,A
45387,,Colonoscopy w/stent,A
45391,,Colonoscopy w/endoscope us,A
45392,,Colonoscopy w/endoscopic fnb,A
45395,,Lap removal of rectum,A
45397,,Lap remove rectum w/pouch,A
45400,,Laparoscopic proc,A
45402,,Lap proctopexy w/sig resect,A
45499,,Laparoscope proc rectum,C
45500,,Repair of rectum,A
45505,,Repair of rectum,A
45520,,Treatment of rectal prolapse,A
45540,,Correct rectal prolapse,A
45541,,Correct rectal prolapse,A
45550,,Repair rectum/remove sigmoid,A
45560,,Repair of rectocele,A
45562,,Exploration/repair of rectum,A
45563,,Exploration/repair of rectum,A
45800,,Repair rect/bladder fistula,A
45805,,Repair fistula w/colostomy,A
45820,,Repair rectourethral fistula,A
45825,,Repair fistula w/colostomy,A
45900,,Reduction of rectal prolapse,A
45905,,Dilation of anal sphincter,A
45910,,Dilation of rectal narrowing,A
45915,,Remove rectal obstruction,A
45990,,Surg dx exam anorectal,A
45999,,Rectum surgery procedure,C
46020,,Placement of seton,A
46030,,Removal of rectal marker,A
46040,,Incision of rectal abscess,A
46045,,Incision of rectal abscess,A
46050,,Incision of anal abscess,A
46060,,Incision of rectal abscess,A
46070,,Incision of anal septum,A
46080,,Incision of anal sphincter,A
46083,,Incise external hemorrhoid,A
46200,,Removal of anal fissure,A
46220,,Excise anal ext tag/papilla,A
46221,,Ligation of hemorrhoid(s),A
46230,,Removal of anal tags,A
46250,,Remove ext hem groups 2+,A
46255,,Remove int/ext hem 1 group,A
46257,,Remove in/ex hem grp & fiss,A
46258,,Remove in/ex hem grp w/fistu,A
46260,,Remove in/ex hem groups 2+,A
46261,,Remove in/ex hem grps & fiss,A
46262,,Remove in/ex hem grps w/fist,A
46270,,Remove anal fist subq,A
46275,,Remove anal fist inter,A
46280,,Remove anal fist complex,A
46285,,Remove anal fist 2 stage,A
46288,,Repair anal fistula,A
46320,,Removal of hemorrhoid clot,A
46500,,Injection into hemorrhoid(s),A
46505,,Chemodenervation anal musc,A
46600,,Diagnostic anoscopy,A
46604,,Anoscopy and dilation,A
46606,,Anoscopy and biopsy,A
46608,,Anoscopy remove for body,A
46610,,Anoscopy remove lesion,A
46611,,Anoscopy,A
46612,,Anoscopy remove lesions,A
46614,,Anoscopy control bleeding,A
46615,,Anoscopy,A
46700,,Repair of anal stricture,A
46705,,Repair of anal stricture,A
46706,,Repr of anal fistula w/glue,A
46707,,Repair anorectal fist w/plug,A
46710,,Repr per/vag pouch sngl proc,A
46712,,Repr per/vag pouch dbl proc,A
46715,,Rep perf anoper fistu,A
46716,,Rep perf anoper/vestib fistu,A
46730,,Construction of absent anus,A
46735,,Construction of absent anus,A
46740,,Construction of absent anus,A
46742,,Repair of imperforated anus,A
46744,,Repair of cloacal anomaly,A
46746,,Repair of cloacal anomaly,A
46748,,Repair of cloacal anomaly,A
46750,,Repair of anal sphincter,A
46751,,Repair of anal sphincter,A
46753,,Reconstruction of anus,A
46754,,Removal of suture from anus,A
46760,,Repair of anal sphincter,A
46761,,Repair of anal sphincter,A
46762,,Implant artificial sphincter,A
46900,,Destruction anal lesion(s),A
46910,,Destruction anal lesion(s),A
46916,,Cryosurgery anal lesion(s),A
46917,,Laser surgery anal lesions,A
46922,,Excision of anal lesion(s),A
46924,,Destruction anal lesion(s),A
46930,,Destroy internal hemorrhoids,A
46940,,Treatment of anal fissure,A
46942,,Treatment of anal fissure,A
46945,,Remove by ligat int hem grp,A
46946,,Remove by ligat int hem grps,A
46947,,Hemorrhoidopexy by stapling,A
46999,,Anus surgery procedure,C
47000,,Needle biopsy of liver,A
47001,,Needle biopsy liver add-on,A
47010,,Open drainage liver lesion,A
47011,,Percut drain liver lesion,A
47015,,Inject/aspirate liver cyst,A
47100,,Wedge biopsy of liver,A
47120,,Partial removal of liver,A
47122,,Extensive removal of liver,A
47125,,Partial removal of liver,A
47130,,Partial removal of liver,A
47133,,Removal of donor liver,X
47135,,Transplantation of liver,R
47136,,Transplantation of liver,R
47140,,Partial removal donor liver,A
47141,,Partial removal donor liver,A
47142,,Partial removal donor liver,A
47143,,Prep donor liver whole,C
47144,,Prep donor liver 3-segment,C
47145,,Prep donor liver lobe split,C
47146,,Prep donor liver/venous,A
47147,,Prep donor liver/arterial,A
47300,,Surgery for liver lesion,A
47350,,Repair liver wound,A
47360,,Repair liver wound,A
47361,,Repair liver wound,A
47362,,Repair liver wound,A
47370,,Laparo ablate liver tumor rf,A
47371,,Laparo ablate liver cryosurg,A
47379,,Laparoscope procedure liver,C
47380,,Open ablate liver tumor rf,A
47381,,Open ablate liver tumor cryo,A
47382,,Percut ablate liver rf,A
47399,,Liver surgery procedure,C
47400,,Incision of liver duct,A
47420,,Incision of bile duct,A
47425,,Incision of bile duct,A
47460,,Incise bile duct sphincter,A
47480,,Incision of gallbladder,A
47490,,Incision of gallbladder,A
47500,,Injection for liver x-rays,A
47505,,Injection for liver x-rays,A
47510,,Insert catheter bile duct,A
47511,,Insert bile duct drain,A
47525,,Change bile duct catheter,A
47530,,Revise/reinsert bile tube,A
47550,,Bile duct endoscopy add-on,A
47552,,Biliary endoscopy thru skin,A
47553,,Biliary endoscopy thru skin,A
47554,,Biliary endoscopy thru skin,A
47555,,Biliary endoscopy thru skin,A
47556,,Biliary endoscopy thru skin,A
47560,,Laparoscopy w/cholangio,A
47561,,Laparo w/cholangio/biopsy,A
47562,,Laparoscopic cholecystectomy,A
47563,,Laparo cholecystectomy/graph,A
47564,,Laparo cholecystectomy/explr,A
47570,,Laparo cholecystoenterostomy,A
47579,,Laparoscope proc biliary,C
47600,,Removal of gallbladder,A
47605,,Removal of gallbladder,A
47610,,Removal of gallbladder,A
47612,,Removal of gallbladder,A
47620,,Removal of gallbladder,A
47630,,Remove bile duct stone,A
47700,,Exploration of bile ducts,A
47701,,Bile duct revision,A
47711,,Excision of bile duct tumor,A
47712,,Excision of bile duct tumor,A
47715,,Excision of bile duct cyst,A
47720,,Fuse gallbladder & bowel,A
47721,,Fuse upper gi structures,A
47740,,Fuse gallbladder & bowel,A
47741,,Fuse gallbladder & bowel,A
47760,,Fuse bile ducts and bowel,A
47765,,Fuse liver ducts & bowel,A
47780,,Fuse bile ducts and bowel,A
47785,,Fuse bile ducts and bowel,A
47800,,Reconstruction of bile ducts,A
47801,,Placement bile duct support,A
47802,,Fuse liver duct & intestine,A
47900,,Suture bile duct injury,A
47999,,Bile tract surgery procedure,C
48000,,Drainage of abdomen,A
48001,,Placement of drain pancreas,A
48020,,Removal of pancreatic stone,A
48100,,Biopsy of pancreas open,A
48102,,Needle biopsy pancreas,A
48105,,Resect/debride pancreas,A
48120,,Removal of pancreas lesion,A
48140,,Partial removal of pancreas,A
48145,,Partial removal of pancreas,A
48146,,Pancreatectomy,A
48148,,Removal of pancreatic duct,A
